-1,0,0
0,0,0
1,0,0
2,72,0.06
3,11,0.02
4,25,0.03
5,29,0.02
6,35,0.03
7,13,0
8,56,0.02
9,47,0.08
10,26,0.05
11,12,0
12,11,0.02
13,20,0
14,21,0.05
15,46,0.05
16,9,0
17,38,0.02
18,53,0.06
19,65,0.05
20,11,0.02
21,29,0.02
22,73,0.1
23,21,0
24,38,0.02
25,9,0.02
26,37,0.05
27,22,0.03
28,53,0.06
29,14,0.02
30,26,0.03
31,16,0.03
32,71,0.06
33,23,0
34,17,0.02
35,82,0.13
36,36,0.08
37,41,0.03
38,19,0.02
39,71,0.06
40,28,0.02
41,35,0.02
42,39,0.02
43,50,0.06
44,25,0.03
45,25,0.02
46,8,0.02
47,43,0.03
48,77,0.02
49,77,0.13
50,92,0.05
51,10,0.02
52,34,0
53,20,0.02
54,15,0.02
55,29,0.03
56,10,0.02
57,35,0.02
58,16,0.02
59,26,0
60,18,0.02
61,32,0.02
62,31,0.1
63,49,0.03
64,14,0.03
65,21,0
66,11,0
67,17,0.05
68,23,0.03
69,9,0.02
70,14,0.02
71,33,0.03
72,51,0.15
73,23,0.06
74,32,0.02
75,34,0.1
76,12,0.02
77,22,0.02
78,37,0.03
79,31,0.02
80,10,0.02
81,14,0.02
82,10,0.02
83,11,0.03
84,27,0.02
85,41,0.05
86,25,0
87,22,0.03
88,29,0
89,31,0.06
90,14,0
91,31,0.06
92,19,0.03
93,23,0.06
94,15,0.02
95,30,0.06
96,11,0
97,32,0.08
98,28,0.02
99,12,0.02
100,12,0
101,14,0
102,23,0.03
103,8,0.02
104,15,0.02
105,11,0.02
106,23,0.02
107,40,0.1
108,18,0.02
109,28,0.06
110,10,0.02
111,11,0.02
112,14,0.02
113,17,0.03
114,17,0.02
115,38,0.02
116,14,0.03
117,25,0.02
118,10,0.02
119,11,0.02
120,36,0.06
121,19,0.02
122,18,0.03
123,23,0.02
124,21,0
125,31,0.03
126,48,0.13
127,65,0.05
128,55,0.11
129,16,0.03
130,17,0.05
131,18,0.06
132,22,0.06
133,15,0
134,35,0.02
135,37,0.03
136,37,0.02
137,15,0.03
138,11,0
139,22,0.02
140,23,0.02
141,40,0.05
142,13,0.02
143,15,0.03
144,9,0.02
145,20,0.06
146,11,0.02
147,19,0.02
148,10,0
149,12,0.02
150,27,0.03
151,56,0.08
152,16,0.02
153,41,0.06
154,12,0.02
155,9,0.02
156,26,0.02
157,21,0.02
158,9,0.02
159,28,0.05
160,11,0.02
161,30,0.06
162,9,0
163,55,0.13
164,14,0.02
165,31,0.06
166,16,0.03
167,38,0.08
168,48,0.06
169,35,0.08
170,17,0.05
171,21,0.02
172,21,0.02
173,32,0.06
174,16,0.03
175,10,0.02
176,32,0.1
177,18,0.03
178,39,0.1
179,19,0.02
180,11,0.02
181,34,0.02
182,15,0.03
183,15,0.02
184,19,0.03
185,14,0.02
186,19,0.02
187,10,0.02
188,38,0.1
189,13,0.02
190,14,0
191,36,0.1
192,28,0.05
193,12,0.02
194,14,0.02
195,18,0.05
196,13,0.02
197,18,0.03
198,43,0.15
199,28,0.02
200,19,0.03
201,15,0.02
202,32,0.05
203,11,0
204,17,0.05
