-1,0,0
0,0,0
1,0,0
2,17,0
3,24,0.05
4,98,0.05
5,30,0.03
6,21,0.03
7,23,0
8,42,0.03
9,35,0.02
10,31,0.06
11,26,0.02
12,29,0.03
13,11,0.02
14,23,0.06
15,18,0
16,27,0
17,29,0.06
18,28,0.05
19,30,0
20,48,0.03
21,45,0.02
22,25,0.02
23,22,0.03
24,70,0.03
25,20,0.02
26,12,0
27,19,0
28,29,0.03
29,64,0.02
30,23,0
31,33,0.05
32,21,0.02
33,21,0.05
34,29,0.02
35,48,0.05
36,15,0.02
37,73,0.11
38,21,0.03
39,14,0.02
40,31,0.02
41,15,0.02
42,28,0.02
43,56,0.05
44,31,0.02
45,29,0
46,26,0.05
47,37,0.1
48,10,0.02
49,58,0.05
50,14,0.02
51,17,0.02
52,17,0.02
53,40,0.02
54,16,0.03
55,18,0.02
56,50,0.02
57,63,0.03
58,16,0.05
59,20,0.02
60,15,0.02
61,58,0.03
62,34,0.02
63,11,0.02
64,17,0.02
65,26,0
66,24,0
67,26,0.02
68,21,0.02
69,87,0.13
70,15,0.03
71,33,0.05
72,31,0.05
73,27,0.02
74,70,0.08
75,19,0.03
76,24,0.03
77,19,0.03
78,38,0.06
79,13,0.02
80,27,0.05
81,17,0
82,100,0.15
83,21,0.03
84,43,0.03
85,37,0.02
86,17,0.02
87,23,0.05
88,25,0.03
89,52,0.02
90,14,0
91,44,0.02
92,53,0.08
93,33,0.05
94,38,0.03
95,125,0.08
96,34,0.02
97,15,0.02
98,18,0.02
99,21,0
100,32,0.1
101,23,0.03
102,35,0.03
103,35,0.02
104,14,0.03
105,13,0.03
106,40,0.03
107,20,0.02
108,21,0.02
109,12,0.03
110,22,0.02
111,29,0.02
112,82,0.08
113,32,0.03
114,15,0.02
115,28,0.03
116,40,0.03
117,20,0.02
118,24,0.03
119,36,0.02
120,19,0
121,44,0.05
122,17,0.02
123,25,0.03
124,10,0.02
125,21,0.02
126,64,0.08
127,15,0.03
128,52,0.13
129,43,0.08
130,33,0.02
131,41,0.05
132,21,0.06
133,59,0.06
134,22,0.02
135,24,0.02
136,33,0.05
137,17,0
138,17,0.03
139,25,0.03
140,49,0.13
141,12,0.02
142,16,0.02
143,19,0.05
144,16,0.03
145,23,0
146,9,0.02
147,27,0.05
148,16,0.03
149,15,0.03
150,13,0.03
151,59,0.1
152,30,0.05
153,11,0.02
154,22,0.05
155,19,0.02
156,30,0.03
157,10,0.03
158,18,0.03
159,59,0.13
160,21,0.03
161,18,0.05
162,17,0.03
163,17,0.02
164,21,0.03
165,15,0.03
166,21,0.02
167,18,0.02
168,21,0
169,20,0.05
170,24,0.02
171,11,0.03
172,11,0.02
173,47,0.06
174,12,0.03
175,14,0.03
176,21,0.03
177,22,0.03
178,37,0.05
179,58,0.08
180,13,0
181,25,0.03
182,16,0.02
183,23,0.02
184,37,0.08
185,16,0.03
186,24,0.03
187,18,0.05
188,22,0.05
189,11,0
190,18,0
191,27,0.05
192,15,0.05
193,8,0.02
194,42,0.08
195,55,0.06
196,17,0.03
197,32,0.1
198,29,0.02
199,16,0.03
200,66,0.1
201,15,0.03
202,44,0.08
203,56,0.08
