-1,0,0
0,0,0
1,0,0
2,13,0
3,53,0.05
4,56,0.1
5,30,0.06
6,40,0.02
7,41,0.03
8,21,0
9,46,0.16
10,26,0.03
11,20,0.03
12,16,0.02
13,8,0.02
14,42,0.02
15,27,0.05
16,11,0.02
17,32,0.03
18,85,0.06
19,31,0.05
20,23,0.03
21,34,0.02
22,15,0.02
23,43,0.05
24,39,0
25,59,0.11
26,18,0.03
27,35,0.02
28,18,0
29,33,0.03
30,25,0.03
31,14,0.05
32,13,0
33,45,0.02
34,27,0.06
35,17,0.03
36,41,0.02
37,45,0.02
38,13,0.02
39,15,0.02
40,14,0.02
41,12,0.02
42,59,0.05
43,20,0.02
44,36,0.03
45,11,0.02
46,61,0
47,35,0.03
48,69,0.08
49,18,0.03
50,12,0
51,43,0.03
52,42,0.03
53,21,0.02
54,18,0.02
55,55,0.08
56,25,0
57,65,0.03
58,12,0
59,70,0.08
60,18,0.02
61,18,0.02
62,14,0.02
63,34,0
64,23,0
65,42,0.13
66,12,0.02
67,14,0.03
68,25,0.02
69,19,0.05
70,34,0.03
71,38,0.03
72,34,0.06
73,24,0.03
74,41,0.03
75,49,0.08
76,89,0.08
77,27,0.06
78,21,0.03
79,8,0.02
80,40,0.13
81,18,0.03
82,83,0.08
83,35,0
84,27,0.05
85,73,0.13
86,15,0.02
87,46,0.06
88,29,0.02
89,14,0.02
90,19,0.03
91,15,0.02
92,14,0.03
93,48,0.05
94,20,0.03
95,70,0.1
96,19,0.02
97,39,0.03
98,21,0.03
99,15,0.03
100,17,0.03
101,29,0.05
102,29,0
103,38,0.13
104,14,0
105,12,0.02
106,22,0.05
107,16,0.03
108,18,0.05
109,37,0.02
110,61,0.03
111,30,0.02
112,13,0.03
113,10,0.02
114,19,0.02
115,26,0
116,18,0
117,41,0.15
118,50,0.03
119,101,0.13
120,19,0.02
121,11,0.02
122,32,0.02
123,10,0.02
124,32,0.03
125,50,0.15
126,65,0.13
127,21,0.03
128,31,0.06
129,37,0.03
130,20,0.03
131,47,0.03
132,31,0.03
133,44,0.1
134,20,0
135,52,0.18
136,17,0.03
137,12,0.03
138,28,0.03
139,25,0.05
140,32,0.08
141,33,0.06
142,40,0.11
143,17,0.03
144,36,0.1
145,17,0.03
146,51,0.18
147,16,0.02
148,88,0.13
149,43,0.13
150,73,0.24
151,28,0.05
152,41,0.1
153,16,0.03
154,13,0.03
155,34,0.08
156,30,0.05
157,24,0.02
158,16,0.03
159,77,0.11
160,27,0.08
161,29,0.06
162,33,0.06
163,33,0.06
164,61,0.13
165,13,0.03
166,17,0.02
167,41,0.08
168,17,0.03
169,47,0.13
170,40,0.15
171,14,0.03
172,20,0.05
173,19,0.05
174,15,0.03
175,22,0.05
176,70,0.1
177,49,0.15
178,15,0.03
179,33,0.05
180,75,0.11
181,23,0.03
182,22,0.05
183,28,0.08
184,40,0.1
185,21,0.06
186,18,0.03
187,48,0.03
188,30,0.08
189,14,0
190,17,0.03
191,20,0.05
192,43,0.15
193,21,0.03
194,21,0.05
195,17,0.03
196,43,0.11
197,41,0.1
198,26,0.03
199,33,0.06
200,41,0.08
201,38,0.11
202,49,0.13
