-1,0,0
0,0,0
1,0,0
2,37,0.08
3,49,0.03
4,49,0.03
5,23,0.06
6,36,0.03
7,32,0.02
8,9,0.02
9,16,0.03
10,15,0.03
11,25,0.02
12,67,0.05
13,58,0.03
14,98,0.11
15,15,0.02
16,38,0.08
17,11,0
18,17,0.02
19,35,0.03
20,32,0.03
21,10,0
22,33,0.02
23,18,0
24,57,0.08
25,21,0.02
26,15,0.02
27,12,0.03
28,25,0.02
29,12,0.03
30,31,0.02
31,61,0.06
32,14,0.02
33,18,0.02
34,22,0.02
35,13,0.02
36,27,0.06
37,26,0.02
38,42,0.06
39,53,0.02
40,30,0.03
41,37,0.03
42,49,0.08
43,51,0.02
44,23,0
45,26,0.03
46,33,0.02
47,25,0.03
48,17,0.03
49,27,0.02
50,21,0.02
51,10,0
52,32,0.03
53,35,0.02
54,16,0.02
55,15,0.02
56,14,0.02
57,74,0.1
58,33,0
59,11,0.02
60,28,0.06
61,20,0.02
62,16,0.03
63,31,0.03
64,26,0.02
65,82,0.06
66,19,0.03
67,20,0
68,13,0.02
69,48,0.08
70,40,0.06
71,26,0.03
72,20,0
73,50,0.03
74,49,0.05
75,19,0
76,12,0
77,27,0.05
78,17,0.03
79,38,0.11
80,19,0.02
81,49,0.08
82,15,0.02
83,43,0.03
84,17,0.02
85,36,0.03
86,18,0.03
87,16,0.03
88,40,0.05
89,37,0.02
90,31,0.02
91,40,0.03
92,37,0.02
93,31,0.03
94,17,0.02
95,20,0.02
96,25,0.05
97,46,0.03
98,10,0.02
99,10,0.02
100,25,0.05
101,25,0.02
102,15,0.02
103,24,0.02
104,32,0.06
105,17,0.03
106,14,0.03
107,30,0.03
108,49,0
109,38,0.03
110,72,0.02
111,33,0.06
112,16,0.02
113,32,0
114,13,0
115,33,0.06
116,24,0.02
117,18,0.02
118,16,0
119,66,0.06
120,15,0.03
121,70,0.05
122,24,0.05
123,20,0
124,70,0.05
125,13,0.02
126,18,0
127,17,0.03
128,30,0.02
129,42,0.03
130,24,0.02
131,28,0.03
132,23,0
133,16,0.02
134,16,0
135,100,0.05
136,40,0.06
137,20,0.02
138,26,0.05
139,40,0.02
140,44,0.05
141,22,0.03
142,39,0.02
143,11,0.03
144,14,0
145,89,0.11
146,14,0.02
147,28,0.03
148,24,0.03
149,25,0.02
150,27,0
151,31,0.03
152,62,0.03
153,23,0.02
154,61,0.03
155,37,0.02
156,26,0.02
157,16,0.02
158,30,0.02
159,23,0.02
160,15,0.02
161,58,0.05
162,17,0
163,27,0.02
164,15,0
165,34,0.02
166,26,0.05
167,15,0.03
168,22,0.02
169,22,0.02
170,45,0.08
171,87,0.03
172,34,0
173,78,0.02
174,22,0.03
175,39,0.02
176,12,0.02
177,18,0
178,15,0.02
179,42,0.03
180,27,0.02
181,65,0.08
182,26,0.02
183,47,0.02
184,14,0
185,40,0.02
186,36,0.05
187,14,0
188,25,0.02
189,10,0.02
190,40,0.03
191,18,0.03
192,26,0.02
193,23,0.02
194,45,0.03
195,45,0.02
196,29,0.02
197,108,0.08
198,33,0.06
199,60,0
200,34,0.02
201,39,0.08
202,33,0.02
203,49,0.02
204,43,0.02
205,22,0.03
