-1,0,0
0,0,0
1,0,0
2,14,0.03
3,27,0.02
4,13,0.02
5,14,0.03
6,14,0
7,35,0.06
8,26,0
9,36,0.08
10,9,0.02
11,22,0
12,64,0.02
13,28,0.06
14,79,0.11
15,17,0.02
16,41,0.05
17,49,0.08
18,19,0.03
19,28,0.03
20,42,0.03
21,12,0.02
22,36,0.03
23,12,0.03
24,38,0.02
25,29,0.02
26,27,0.02
27,63,0.02
28,15,0.02
29,29,0.03
30,16,0.02
31,29,0.03
32,30,0.03
33,32,0
34,18,0
35,21,0
36,39,0.05
37,46,0.03
38,58,0.05
39,26,0.08
40,32,0.08
41,63,0.05
42,42,0.02
43,18,0.05
44,123,0.05
45,23,0.02
46,18,0.02
47,29,0.02
48,13,0
49,20,0
50,13,0
51,29,0.05
52,35,0.06
53,18,0.05
54,18,0
55,19,0.05
56,32,0.03
57,24,0.02
58,43,0.02
59,30,0.02
60,21,0
61,63,0.02
62,19,0
63,9,0.02
64,21,0.02
65,23,0.02
66,48,0
67,20,0.02
68,45,0.03
69,21,0.03
70,33,0.05
71,11,0.02
72,19,0.05
73,43,0.13
74,14,0.02
75,19,0.03
76,65,0.06
77,14,0.02
78,25,0.02
79,57,0.08
80,19,0.02
81,36,0.02
82,48,0.06
83,39,0.03
84,22,0.05
85,16,0.02
86,38,0.15
87,28,0.06
88,40,0.08
89,35,0.02
90,19,0.03
91,55,0.05
92,9,0.02
93,13,0
94,25,0.02
95,8,0.02
96,28,0.02
97,27,0.03
98,18,0.03
99,21,0.02
100,39,0.02
101,17,0.02
102,60,0.08
103,15,0.02
104,31,0.06
105,23,0.03
106,37,0.06
107,46,0.08
108,15,0
109,22,0
110,42,0.06
111,18,0.03
112,17,0.03
113,59,0.1
114,13,0.02
115,24,0.02
116,28,0.03
117,13,0.02
118,40,0.05
119,24,0.05
120,11,0.02
121,12,0.02
122,19,0.05
123,14,0.02
124,10,0.02
125,17,0.03
126,12,0
127,32,0.05
128,11,0.02
129,37,0.02
130,13,0.02
131,18,0
132,16,0.05
133,37,0.08
134,18,0
135,10,0.02
136,13,0
137,15,0.02
138,13,0
139,41,0.15
140,16,0
141,17,0.06
142,19,0.03
143,13,0.02
144,11,0.02
145,15,0.02
146,30,0.03
147,11,0.02
148,18,0.02
149,24,0.02
150,16,0.03
151,22,0.05
152,21,0.03
153,29,0.06
154,15,0
155,8,0.02
156,12,0.03
157,11,0.03
158,27,0.08
159,33,0.08
160,43,0.06
161,11,0.03
162,22,0.02
163,11,0.02
164,12,0.02
165,19,0
166,18,0.05
167,19,0.05
168,20,0.03
169,22,0.06
170,13,0.02
171,19,0.05
172,21,0.02
173,34,0.13
174,39,0.08
175,24,0.03
176,36,0.03
177,12,0.02
178,27,0.06
179,22,0.02
180,19,0.06
181,13,0.03
182,13,0.03
183,34,0.05
184,21,0.03
185,22,0.05
186,33,0.08
187,50,0.1
188,15,0.03
189,22,0.02
190,21,0.05
191,8,0.02
192,15,0
193,21,0.02
194,40,0.15
195,19,0.02
196,46,0.13
197,49,0.15
198,14,0.03
199,13,0.02
200,21,0.03
201,15,0.02
202,44,0.13
203,31,0.08
204,11,0.03
